machine_id,current_A,vibration_ms2,state
3,0.123,1.274,MACHINE ON + WORKING
3,0.12,0.279,MACHINE ON + WORKING
5,0.07,0.73,MACHINE ON (Idle)
4,0.05,0.017,MACHINE OFF
5,0.095,0.01,MACHINE ON + WORKING
5,0.185,2.987,MACHINE ON + WORKING
2,0.104,0.714,MACHINE ON (Idle)
3,0.057,0.431,MACHINE OFF
1,0.082,2.599,MACHINE ON + WORKING
2,0.036,0.209,MACHINE OFF
1,0.106,0.896,MACHINE ON (Idle)
4,0.12,0.502,MACHINE ON (Idle)
4,0.15,2.893,MACHINE ON + WORKING
2,0.044,0.174,MACHINE OFF
5,0.035,0.362,MACHINE OFF
5,0.137,1.07,MACHINE ON (Idle)
1,0.103,4.447,MACHINE ON + WORKING
3,0.112,2.48,MACHINE ON + WORKING
5,0.034,0.486,MACHINE OFF
4,0.03,0.01,MACHINE OFF
5,0.114,1.321,MACHINE ON (Idle)
3,0.026,0.125,MACHINE OFF
1,0.084,4.852,MACHINE ON + WORKING
3,0.093,0.96,MACHINE ON (Idle)
2,0.028,0.264,MACHINE OFF
1,0.099,0.516,MACHINE ON (Idle)
3,0.029,0.338,MACHINE OFF
5,0.017,0.549,MACHINE OFF
5,0.113,9.5,MACHINE ON + WORKING
4,0.182,6.834,MACHINE ON + WORKING
1,0.029,0.01,MACHINE OFF
3,0.03,0.338,MACHINE OFF
3,0.11,4.429,MACHINE ON + WORKING
3,0.074,1.215,MACHINE ON (Idle)
2,0.075,1.017,MACHINE ON (Idle)
2,0.152,3.001,MACHINE ON + WORKING
1,0.127,0.99,MACHINE ON + WORKING
2,0.045,0.267,MACHINE OFF
3,0.087,3.673,MACHINE ON + WORKING
3,0.098,1.224,MACHINE ON (Idle)
4,0.13,0.95,MACHINE ON (Idle)
4,0.082,1.14,MACHINE ON (Idle)
2,0.119,1.063,MACHINE ON + WORKING
2,0.084,0.765,MACHINE ON (Idle)
1,0.107,1.133,MACHINE ON (Idle)
4,0.097,0.371,MACHINE ON (Idle)
1,0.033,0.118,MACHINE OFF
2,0.046,0.359,MACHINE OFF
4,0.165,1.59,MACHINE ON + WORKING
4,0.11,0.479,MACHINE ON (Idle)
1,0.091,1.345,MACHINE ON (Idle)
1,0.102,0.534,MACHINE ON (Idle)
3,0.074,0.965,MACHINE ON (Idle)
1,0.061,0.658,MACHINE ON (Idle)
4,0.18,1.372,MACHINE ON + WORKING
5,0.044,0.475,MACHINE OFF
2,0.159,1.719,MACHINE ON + WORKING
3,0.088,1.017,MACHINE ON (Idle)
4,0.037,0.087,MACHINE OFF
1,0.096,0.827,MACHINE ON (Idle)
2,0.125,0.748,MACHINE ON (Idle)
2,0.117,0.834,MACHINE ON (Idle)
1,0.065,0.758,MACHINE ON (Idle)
2,0.136,4.125,MACHINE ON + WORKING
1,0.025,0.137,MACHINE OFF
5,0.042,0.296,MACHINE OFF
2,0.117,2.552,MACHINE ON + WORKING
1,0.038,0.01,MACHINE OFF
3,0.116,1.107,MACHINE ON (Idle)
3,0.037,0.495,MACHINE OFF
1,0.046,0.269,MACHINE OFF
3,0.155,0.205,MACHINE ON + WORKING
5,0.133,1.108,MACHINE ON (Idle)
4,0.041,0.213,MACHINE OFF
1,0.084,0.789,MACHINE ON (Idle)
2,0.104,0.951,MACHINE ON (Idle)
3,0.122,0.991,MACHINE ON (Idle)
5,0.037,0.504,MACHINE OFF
2,0.043,0.322,MACHINE OFF
1,0.14,0.857,MACHINE ON + WORKING
1,0.035,0.783,MACHINE OFF
2,0.113,1.203,MACHINE ON (Idle)
1,0.104,0.97,MACHINE ON (Idle)
3,0.095,0.86,MACHINE ON (Idle)
2,0.193,4.36,MACHINE ON + WORKING
2,0.13,1.352,MACHINE ON + WORKING
3,0.133,5.222,MACHINE ON + WORKING
5,0.12,1.285,MACHINE ON (Idle)
4,0.038,0.208,MACHINE OFF
4,0.107,0.508,MACHINE ON (Idle)
5,0.12,1.302,MACHINE ON (Idle)
3,0.117,1.463,MACHINE ON (Idle)
1,0.131,7.975,MACHINE ON + WORKING
2,0.109,0.816,MACHINE ON (Idle)
5,0.091,1.345,MACHINE ON (Idle)
2,0.029,0.199,MACHINE OFF
5,0.13,0.14,MACHINE ON + WORKING
3,0.053,0.249,MACHINE OFF
5,0.108,1.295,MACHINE ON (Idle)
5,0.134,2.624,MACHINE ON + WORKING
5,0.17,6.292,MACHINE ON + WORKING
3,0.082,0.998,MACHINE ON (Idle)
2,0.129,7.269,MACHINE ON + WORKING
3,0.095,1.305,MACHINE ON + WORKING
3,0.1,0.949,MACHINE ON (Idle)
1,0.087,1.063,MACHINE ON (Idle)
2,0.127,6.685,MACHINE ON + WORKING
3,0.117,1.197,MACHINE ON (Idle)
3,0.03,0.303,MACHINE OFF
5,0.141,3.87,MACHINE ON + WORKING
5,0.033,0.461,MACHINE OFF
1,0.047,0.192,MACHINE OFF
3,0.129,1.319,MACHINE ON + WORKING
5,0.054,0.318,MACHINE OFF
5,0.053,1.416,MACHINE ON (Idle)
4,0.19,2.198,MACHINE ON + WORKING
5,0.04,0.395,MACHINE OFF
2,0.119,0.495,MACHINE ON (Idle)
4,0.043,0.083,MACHINE OFF
4,0.096,1.301,MACHINE ON + WORKING
1,0.154,4.504,MACHINE ON + WORKING
2,0.122,0.959,MACHINE ON (Idle)
2,0.09,0.544,MACHINE ON (Idle)
2,0.031,0.097,MACHINE OFF
5,0.073,1.21,MACHINE ON (Idle)
4,0.039,0.01,MACHINE OFF
4,0.039,0.135,MACHINE OFF
1,0.027,0.24,MACHINE OFF
1,0.106,0.506,MACHINE ON (Idle)
1,0.03,0.01,MACHINE OFF
3,0.133,1.19,MACHINE ON + WORKING
1,0.058,0.168,MACHINE OFF
1,0.098,1.053,MACHINE ON (Idle)
1,0.036,0.039,MACHINE OFF
5,0.055,0.397,MACHINE OFF
3,0.09,0.836,MACHINE ON (Idle)
1,0.025,0.118,MACHINE OFF
5,0.125,0.895,MACHINE ON (Idle)
1,0.18,1.334,MACHINE ON + WORKING
4,0.044,0.01,MACHINE OFF
1,0.096,6.191,MACHINE ON + WORKING
3,0.171,1.376,MACHINE ON + WORKING
4,0.076,0.677,MACHINE ON (Idle)
1,0.037,0.129,MACHINE OFF
2,0.108,1.27,MACHINE ON + WORKING
3,0.121,1.338,MACHINE ON (Idle)
3,0.191,3.585,MACHINE ON + WORKING
1,0.021,0.161,MACHINE OFF
5,0.076,1.333,MACHINE ON (Idle)
4,0.033,0.01,MACHINE OFF
3,0.111,2.629,MACHINE ON + WORKING
1,0.103,1.006,MACHINE ON (Idle)
3,0.046,0.369,MACHINE OFF
1,0.16,3.946,MACHINE ON + WORKING
2,0.088,7.009,MACHINE ON + WORKING
2,0.12,0.881,MACHINE ON (Idle)
4,0.03,0.063,MACHINE OFF
4,0.091,0.528,MACHINE ON (Idle)
1,0.102,0.692,MACHINE ON (Idle)
4,0.035,0.029,MACHINE OFF
4,0.061,0.131,MACHINE OFF
3,0.026,0.427,MACHINE OFF
2,0.114,7.138,MACHINE ON + WORKING
5,0.126,5.293,MACHINE ON + WORKING
2,0.037,0.143,MACHINE OFF
4,0.141,3.192,MACHINE ON + WORKING
2,0.102,0.708,MACHINE ON (Idle)
1,0.136,2.876,MACHINE ON + WORKING
3,0.116,5.332,MACHINE ON + WORKING
1,0.153,1.115,MACHINE ON + WORKING
2,0.108,0.919,MACHINE ON (Idle)
5,0.082,1.315,MACHINE ON (Idle)
2,0.16,3.371,MACHINE ON + WORKING
2,0.095,1.077,MACHINE ON (Idle)
2,0.101,0.634,MACHINE ON (Idle)
4,0.18,0.138,MACHINE ON + WORKING
5,0.042,0.441,MACHINE OFF
2,0.033,0.598,MACHINE OFF
1,0.061,0.12,MACHINE OFF
4,0.03,0.01,MACHINE OFF
2,0.04,0.369,MACHINE OFF
3,0.112,3.161,MACHINE ON + WORKING
4,0.13,0.487,MACHINE ON (Idle)
3,0.146,5.624,MACHINE ON + WORKING
1,0.04,0.081,MACHINE OFF
2,0.037,0.503,MACHINE OFF
4,0.084,0.797,MACHINE ON (Idle)
5,0.032,0.427,MACHINE OFF
4,0.115,2.801,MACHINE ON + WORKING
1,0.106,0.731,MACHINE ON (Idle)
2,0.123,5.271,MACHINE ON + WORKING
1,0.048,0.158,MACHINE OFF
5,0.169,4.583,MACHINE ON + WORKING
4,0.149,3.38,MACHINE ON + WORKING
4,0.091,0.956,MACHINE ON (Idle)
3,0.016,0.523,MACHINE OFF
1,0.127,0.976,MACHINE ON + WORKING
3,0.034,0.769,MACHINE OFF
5,0.1,1.379,MACHINE ON + WORKING
1,0.081,0.724,MACHINE ON (Idle)
5,0.034,0.478,MACHINE OFF
2,0.066,1.039,MACHINE ON (Idle)
5,0.039,1.307,MACHINE OFF
4,0.034,0.438,MACHINE OFF
3,0.156,1.459,MACHINE ON + WORKING
3,0.089,1.186,MACHINE ON (Idle)
3,0.123,4.474,MACHINE ON + WORKING
2,0.027,0.164,MACHINE OFF
4,0.042,0.213,MACHINE OFF
5,0.087,3.443,MACHINE ON + WORKING
5,0.045,0.511,MACHINE OFF
1,0.127,0.825,MACHINE ON (Idle)
4,0.023,0.097,MACHINE OFF
2,0.186,0.139,MACHINE ON + WORKING
2,0.146,0.462,MACHINE ON + WORKING
5,0.109,1.39,MACHINE ON (Idle)
5,0.095,1.064,MACHINE ON (Idle)
2,0.103,0.79,MACHINE ON (Idle)
4,0.033,0.844,MACHINE OFF
4,0.115,0.711,MACHINE ON (Idle)
5,0.053,0.529,MACHINE OFF
4,0.143,5.99,MACHINE ON + WORKING
3,0.085,1.202,MACHINE ON (Idle)
1,0.073,0.761,MACHINE ON (Idle)
2,0.167,2.781,MACHINE ON + WORKING
3,0.029,0.324,MACHINE OFF
1,0.19,1.01,MACHINE ON + WORKING
3,0.085,1.46,MACHINE ON (Idle)
4,0.124,0.567,MACHINE ON (Idle)
1,0.027,0.155,MACHINE OFF
3,0.04,0.338,MACHINE OFF
5,0.138,1.536,MACHINE ON + WORKING
3,0.046,0.402,MACHINE OFF
3,0.119,2.152,MACHINE ON + WORKING
5,0.028,0.503,MACHINE OFF
1,0.029,0.115,MACHINE OFF
2,0.114,4.623,MACHINE ON + WORKING
2,0.043,0.424,MACHINE OFF
2,0.105,4.392,MACHINE ON + WORKING
2,0.035,0.428,MACHINE OFF
1,0.028,0.063,MACHINE OFF
5,0.039,0.592,MACHINE OFF
1,0.081,0.923,MACHINE ON (Idle)
4,0.102,0.747,MACHINE ON (Idle)
3,0.067,1.145,MACHINE ON (Idle)
5,0.092,1.259,MACHINE ON (Idle)
4,0.083,0.868,MACHINE ON (Idle)
5,0.089,1.343,MACHINE ON (Idle)
2,0.054,0.315,MACHINE OFF
5,0.096,7.307,MACHINE ON + WORKING
3,0.125,0.984,MACHINE ON (Idle)
2,0.099,0.855,MACHINE ON (Idle)
4,0.139,0.01,MACHINE ON + WORKING
1,0.044,0.22,MACHINE OFF
1,0.116,0.204,MACHINE ON (Idle)
4,0.109,0.398,MACHINE ON (Idle)
3,0.109,0.777,MACHINE ON (Idle)
4,0.108,0.996,MACHINE ON (Idle)
2,0.032,0.017,MACHINE OFF
4,0.047,0.088,MACHINE OFF
2,0.21,2.38,MACHINE ON + WORKING
5,0.045,0.993,MACHINE ON (Idle)
5,0.036,0.463,MACHINE OFF
5,0.101,0.01,MACHINE ON + WORKING
3,0.031,0.719,MACHINE OFF
2,0.149,2.846,MACHINE ON + WORKING
4,0.094,0.705,MACHINE ON (Idle)
4,0.161,5.397,MACHINE ON + WORKING
4,0.16,5.993,MACHINE ON + WORKING
1,0.098,0.954,MACHINE ON (Idle)
4,0.063,1.089,MACHINE ON (Idle)
5,0.038,0.411,MACHINE OFF
2,0.047,0.329,MACHINE OFF
1,0.021,0.139,MACHINE OFF
3,0.035,0.465,MACHINE OFF
1,0.082,0.594,MACHINE ON (Idle)
4,0.132,0.403,MACHINE ON (Idle)
5,0.123,1.99,MACHINE ON + WORKING
3,0.04,0.317,MACHINE OFF
4,0.096,0.766,MACHINE ON (Idle)
2,0.039,0.198,MACHINE OFF
4,0.12,0.719,MACHINE ON (Idle)
1,0.111,0.01,MACHINE ON + WORKING
1,0.115,0.748,MACHINE ON (Idle)
4,0.043,0.147,MACHINE OFF
5,0.133,0.874,MACHINE ON (Idle)
4,0.078,0.683,MACHINE ON (Idle)
3,0.021,0.365,MACHINE OFF
4,0.038,0.01,MACHINE OFF
4,0.152,2.501,MACHINE ON + WORKING
4,0.147,4.059,MACHINE ON + WORKING
4,0.103,0.94,MACHINE ON + WORKING
2,0.049,0.2,MACHINE OFF
3,0.022,0.436,MACHINE OFF
4,0.062,0.276,MACHINE OFF
4,0.059,0.674,MACHINE OFF
3,0.02,0.339,MACHINE OFF
5,0.127,4.36,MACHINE ON + WORKING
5,0.089,1.424,MACHINE ON (Idle)
4,0.103,0.651,MACHINE ON (Idle)
1,0.03,0.225,MACHINE OFF
2,0.024,0.069,MACHINE OFF
2,0.039,0.233,MACHINE OFF
2,0.039,0.382,MACHINE OFF
2,0.159,0.01,MACHINE ON + WORKING
4,0.04,0.612,MACHINE ON (Idle)
3,0.03,0.479,MACHINE OFF
3,0.159,1.136,MACHINE ON + WORKING
4,0.165,0.908,MACHINE ON + WORKING
2,0.119,1.085,MACHINE ON (Idle)
1,0.099,1.061,MACHINE ON + WORKING
2,0.161,2.743,MACHINE ON + WORKING
3,0.144,3.761,MACHINE ON + WORKING
2,0.109,3.619,MACHINE ON + WORKING
2,0.097,0.875,MACHINE ON (Idle)
4,0.076,0.736,MACHINE ON (Idle)
3,0.118,1.547,MACHINE ON (Idle)
1,0.024,0.136,MACHINE OFF
1,0.042,0.118,MACHINE OFF
1,0.039,0.064,MACHINE OFF
2,0.117,1.172,MACHINE ON + WORKING
3,0.033,0.32,MACHINE OFF
1,0.11,0.521,MACHINE ON (Idle)
1,0.029,0.211,MACHINE OFF
2,0.036,0.047,MACHINE OFF
3,0.076,0.901,MACHINE ON (Idle)
2,0.107,4.693,MACHINE ON + WORKING
2,0.091,1.125,MACHINE ON (Idle)
1,0.043,0.242,MACHINE OFF
3,0.023,0.265,MACHINE OFF
5,0.032,0.669,MACHINE OFF
3,0.148,2.434,MACHINE ON + WORKING
1,0.024,0.189,MACHINE OFF
2,0.119,2.046,MACHINE ON + WORKING
2,0.028,0.915,MACHINE OFF
1,0.197,4.262,MACHINE ON + WORKING
3,0.072,0.931,MACHINE ON (Idle)
1,0.16,3.317,MACHINE ON + WORKING
3,0.096,1.037,MACHINE ON + WORKING
4,0.065,6.942,MACHINE ON + WORKING
2,0.026,0.243,MACHINE OFF
3,0.113,1.03,MACHINE ON (Idle)
5,0.04,0.419,MACHINE OFF
4,0.09,0.739,MACHINE ON (Idle)
5,0.039,0.651,MACHINE OFF
5,0.17,1.357,MACHINE ON + WORKING
2,0.042,0.19,MACHINE OFF
1,0.03,0.093,MACHINE OFF
5,0.125,1.474,MACHINE ON (Idle)
5,0.109,3.467,MACHINE ON + WORKING
5,0.071,0.628,MACHINE OFF
2,0.115,0.968,MACHINE ON (Idle)
2,0.084,0.873,MACHINE ON (Idle)
3,0.172,2.322,MACHINE ON + WORKING
1,0.139,1.038,MACHINE ON + WORKING
3,0.032,0.148,MACHINE OFF
3,0.04,0.096,MACHINE OFF
4,0.046,0.139,MACHINE OFF
2,0.041,0.117,MACHINE OFF
5,0.123,3.67,MACHINE ON + WORKING
1,0.139,0.645,MACHINE ON + WORKING
4,0.132,0.645,MACHINE ON (Idle)
2,0.134,0.744,MACHINE ON (Idle)
1,0.104,1.079,MACHINE ON (Idle)
1,0.087,1.011,MACHINE ON (Idle)
5,0.15,2.913,MACHINE ON + WORKING
3,0.036,0.977,MACHINE OFF
5,0.084,1.256,MACHINE ON (Idle)
3,0.102,1.052,MACHINE ON + WORKING
1,0.04,0.097,MACHINE OFF
1,0.094,1.094,MACHINE ON (Idle)
4,0.053,0.101,MACHINE OFF
3,0.039,0.38,MACHINE OFF
4,0.088,1.367,MACHINE ON (Idle)
4,0.105,2.526,MACHINE ON + WORKING
4,0.043,0.094,MACHINE OFF
1,0.084,0.634,MACHINE ON (Idle)
1,0.075,0.833,MACHINE ON (Idle)
1,0.082,1.255,MACHINE ON (Idle)
4,0.086,1.208,MACHINE ON (Idle)
3,0.036,0.384,MACHINE OFF
1,0.035,0.035,MACHINE OFF
3,0.042,0.243,MACHINE OFF
1,0.04,0.204,MACHINE OFF
3,0.039,0.405,MACHINE OFF
4,0.102,0.446,MACHINE ON (Idle)
2,0.106,4.197,MACHINE ON + WORKING
3,0.131,0.69,MACHINE ON (Idle)
4,0.181,3.28,MACHINE ON + WORKING
5,0.111,4.244,MACHINE ON + WORKING
4,0.089,2.984,MACHINE ON + WORKING
4,0.119,4.015,MACHINE ON + WORKING
3,0.148,2.317,MACHINE ON + WORKING
2,0.079,0.798,MACHINE ON (Idle)
2,0.042,0.399,MACHINE OFF
4,0.057,0.17,MACHINE OFF
2,0.104,1.025,MACHINE ON (Idle)
4,0.154,0.646,MACHINE ON + WORKING
5,0.047,0.58,MACHINE OFF
3,0.02,0.298,MACHINE OFF
4,0.026,0.145,MACHINE OFF
1,0.14,4.971,MACHINE ON + WORKING
3,0.129,0.944,MACHINE ON (Idle)
5,0.137,2.668,MACHINE ON + WORKING
2,0.028,0.179,MACHINE OFF
3,0.03,0.419,MACHINE OFF
1,0.104,0.937,MACHINE ON (Idle)
1,0.037,0.01,MACHINE OFF
2,0.135,0.96,MACHINE ON (Idle)
5,0.134,1.132,MACHINE ON (Idle)
5,0.11,1.484,MACHINE ON (Idle)
2,0.128,0.359,MACHINE ON (Idle)
3,0.024,0.325,MACHINE OFF
1,0.097,1.102,MACHINE ON (Idle)
4,0.041,0.211,MACHINE OFF
2,0.039,0.197,MACHINE OFF
4,0.107,0.581,MACHINE ON (Idle)
1,0.119,2.995,MACHINE ON + WORKING
2,0.154,1.393,MACHINE ON + WORKING
5,0.138,0.63,MACHINE ON (Idle)
1,0.084,0.965,MACHINE ON (Idle)
4,0.059,0.022,MACHINE OFF
3,0.019,0.395,MACHINE OFF
2,0.041,0.01,MACHINE OFF
5,0.055,0.486,MACHINE OFF
2,0.156,1.88,MACHINE ON + WORKING
4,0.032,0.043,MACHINE OFF
2,0.089,0.655,MACHINE ON (Idle)
2,0.118,0.615,MACHINE ON (Idle)
2,0.1,2.468,MACHINE ON + WORKING
4,0.041,0.182,MACHINE OFF
3,0.09,0.764,MACHINE ON (Idle)
1,0.034,0.035,MACHINE OFF
5,0.05,0.963,MACHINE OFF
4,0.044,0.011,MACHINE OFF
5,0.073,1.133,MACHINE ON (Idle)
2,0.037,0.257,MACHINE OFF
2,0.128,0.926,MACHINE ON (Idle)
3,0.035,0.196,MACHINE OFF
5,0.116,1.248,MACHINE ON (Idle)
3,0.133,0.788,MACHINE ON (Idle)
3,0.065,1.069,MACHINE ON (Idle)
5,0.15,6.29,MACHINE ON + WORKING
5,0.077,0.689,MACHINE ON (Idle)
4,0.147,7.384,MACHINE ON + WORKING
2,0.037,0.22,MACHINE OFF
5,0.051,0.468,MACHINE OFF
3,0.177,7.162,MACHINE ON + WORKING
4,0.149,3.578,MACHINE ON + WORKING
5,0.054,1.169,MACHINE ON (Idle)
5,0.103,1.018,MACHINE ON (Idle)
3,0.122,0.593,MACHINE ON + WORKING
4,0.083,1.22,MACHINE ON + WORKING
2,0.143,1.274,MACHINE ON (Idle)
3,0.096,1.313,MACHINE ON (Idle)
4,0.049,0.162,MACHINE OFF
3,0.073,0.803,MACHINE ON (Idle)
4,0.082,0.527,MACHINE ON (Idle)
2,0.105,0.845,MACHINE ON (Idle)
5,0.051,0.452,MACHINE OFF
3,0.08,0.927,MACHINE ON (Idle)
4,0.131,0.916,MACHINE ON + WORKING
5,0.098,1.526,MACHINE ON + WORKING
1,0.089,0.853,MACHINE ON (Idle)
1,0.038,0.353,MACHINE OFF
3,0.107,0.962,MACHINE ON (Idle)
5,0.143,1.239,MACHINE ON + WORKING
3,0.032,0.379,MACHINE OFF
4,0.097,0.696,MACHINE ON (Idle)
2,0.044,0.391,MACHINE OFF
2,0.108,0.819,MACHINE ON (Idle)
4,0.092,1.064,MACHINE ON (Idle)
3,0.038,0.332,MACHINE OFF
2,0.15,0.01,MACHINE ON + WORKING
3,0.166,5.484,MACHINE ON + WORKING
2,0.145,4.361,MACHINE ON + WORKING
2,0.052,0.141,MACHINE OFF
5,0.036,0.365,MACHINE OFF
2,0.022,0.21,MACHINE OFF
4,0.095,1.528,MACHINE ON (Idle)
3,0.076,1.115,MACHINE ON (Idle)
3,0.137,7.175,MACHINE ON + WORKING
4,0.031,0.104,MACHINE OFF
5,0.104,1.486,MACHINE ON (Idle)
1,0.109,0.842,MACHINE ON (Idle)
3,0.028,0.407,MACHINE OFF
3,0.027,0.442,MACHINE OFF
5,0.07,1.152,MACHINE ON (Idle)
4,0.102,0.952,MACHINE ON (Idle)
4,0.148,5.452,MACHINE ON + WORKING
4,0.109,0.6,MACHINE ON (Idle)
3,0.082,0.8,MACHINE ON (Idle)
3,0.038,0.34,MACHINE OFF
5,0.102,0.893,MACHINE ON (Idle)
1,0.087,0.872,MACHINE ON (Idle)
5,0.026,0.532,MACHINE OFF
2,0.118,0.658,MACHINE ON + WORKING
4,0.187,0.695,MACHINE ON + WORKING
2,0.053,0.046,MACHINE OFF
1,0.105,0.382,MACHINE ON (Idle)
2,0.156,3.008,MACHINE ON + WORKING
5,0.043,0.646,MACHINE OFF
2,0.041,0.098,MACHINE OFF
5,0.114,1.31,MACHINE ON (Idle)
1,0.105,1.607,MACHINE ON + WORKING
2,0.025,0.233,MACHINE OFF
5,0.126,6.576,MACHINE ON + WORKING
4,0.163,2.806,MACHINE ON + WORKING
4,0.136,4.553,MACHINE ON + WORKING
2,0.092,0.757,MACHINE ON (Idle)
2,0.027,0.159,MACHINE OFF
2,0.104,1.321,MACHINE ON (Idle)
1,0.117,0.741,MACHINE ON (Idle)
3,0.039,0.401,MACHINE OFF
1,0.09,0.409,MACHINE ON (Idle)
2,0.037,0.773,MACHINE OFF
5,0.037,0.45,MACHINE OFF
1,0.118,0.863,MACHINE ON (Idle)
5,0.078,3.778,MACHINE ON + WORKING
3,0.032,0.301,MACHINE OFF
4,0.1,1.059,MACHINE ON (Idle)
3,0.165,4.195,MACHINE ON + WORKING
2,0.04,0.287,MACHINE OFF
4,0.039,0.02,MACHINE OFF
2,0.045,0.246,MACHINE OFF
3,0.099,1.009,MACHINE ON (Idle)
2,0.134,5.128,MACHINE ON + WORKING
3,0.045,0.254,MACHINE OFF
4,0.049,0.044,MACHINE OFF
2,0.041,0.22,MACHINE OFF
5,0.05,0.564,MACHINE OFF
5,0.083,1.062,MACHINE ON (Idle)
5,0.138,0.976,MACHINE ON (Idle)
1,0.026,0.052,MACHINE OFF
1,0.032,0.049,MACHINE OFF
4,0.044,0.01,MACHINE OFF
2,0.047,0.295,MACHINE OFF
4,0.096,0.813,MACHINE ON (Idle)
1,0.037,0.01,MACHINE OFF
1,0.148,0.01,MACHINE ON + WORKING
3,0.115,0.966,MACHINE ON (Idle)
2,0.143,2.054,MACHINE ON + WORKING
4,0.044,0.077,MACHINE OFF
5,0.095,2.079,MACHINE ON + WORKING
4,0.031,0.078,MACHINE OFF
2,0.081,1.186,MACHINE ON (Idle)
2,0.046,0.209,MACHINE OFF
1,0.181,5.868,MACHINE ON + WORKING
1,0.056,0.848,MACHINE ON (Idle)
5,0.113,0.921,MACHINE ON (Idle)
5,0.102,1.153,MACHINE ON (Idle)
5,0.106,1.383,MACHINE ON (Idle)
3,0.11,0.609,MACHINE ON (Idle)
2,0.09,0.932,MACHINE ON (Idle)
4,0.08,0.506,MACHINE ON (Idle)
2,0.121,1.387,MACHINE ON + WORKING
1,0.09,0.841,MACHINE ON (Idle)
5,0.116,0.378,MACHINE ON + WORKING
3,0.115,0.762,MACHINE ON (Idle)
3,0.122,0.656,MACHINE ON (Idle)
3,0.112,1.186,MACHINE ON (Idle)
5,0.112,1.813,MACHINE ON + WORKING
4,0.074,0.448,MACHINE ON (Idle)
1,0.025,0.159,MACHINE OFF
3,0.13,9.5,MACHINE ON + WORKING
4,0.039,0.055,MACHINE OFF
1,0.113,1.196,MACHINE ON (Idle)
3,0.089,1.048,MACHINE ON (Idle)
1,0.03,0.283,MACHINE OFF
5,0.121,0.822,MACHINE ON (Idle)
1,0.025,0.163,MACHINE OFF
4,0.03,0.01,MACHINE OFF
1,0.102,8.803,MACHINE ON + WORKING
2,0.027,0.343,MACHINE OFF
1,0.078,0.541,MACHINE ON (Idle)
3,0.091,1.049,MACHINE ON (Idle)
2,0.13,3.347,MACHINE ON + WORKING
2,0.163,3.952,MACHINE ON + WORKING
1,0.15,8.393,MACHINE ON + WORKING
4,0.126,1.984,MACHINE ON + WORKING
4,0.174,1.439,MACHINE ON + WORKING
1,0.025,0.104,MACHINE OFF
3,0.1,1.122,MACHINE ON (Idle)
1,0.033,0.17,MACHINE OFF
1,0.103,1.124,MACHINE ON (Idle)
5,0.123,1.971,MACHINE ON + WORKING
1,0.157,5.763,MACHINE ON + WORKING
1,0.078,0.928,MACHINE ON + WORKING
2,0.122,0.837,MACHINE ON (Idle)
5,0.038,0.359,MACHINE OFF
3,0.161,1.493,MACHINE ON + WORKING
1,0.035,0.01,MACHINE OFF
5,0.099,0.996,MACHINE ON (Idle)
3,0.069,0.869,MACHINE ON (Idle)
4,0.194,1.575,MACHINE ON + WORKING
5,0.15,3.581,MACHINE ON + WORKING
5,0.108,1.09,MACHINE ON (Idle)
5,0.097,5.84,MACHINE ON + WORKING
4,0.118,4.457,MACHINE ON + WORKING
3,0.03,0.463,MACHINE OFF
5,0.035,0.371,MACHINE OFF
2,0.041,0.34,MACHINE OFF
2,0.039,0.953,MACHINE OFF
4,0.218,0.01,MACHINE ON + WORKING
1,0.208,0.866,MACHINE ON + WORKING
3,0.082,0.94,MACHINE ON (Idle)
1,0.168,0.944,MACHINE ON + WORKING
4,0.116,0.404,MACHINE ON (Idle)
4,0.027,0.01,MACHINE OFF
4,0.095,0.877,MACHINE ON (Idle)
1,0.038,0.227,MACHINE OFF
3,0.031,0.296,MACHINE OFF
3,0.1,1.323,MACHINE ON (Idle)
5,0.207,6.594,MACHINE ON + WORKING
5,0.121,4.811,MACHINE ON + WORKING
1,0.083,0.949,MACHINE ON (Idle)
3,0.026,0.246,MACHINE OFF
4,0.1,1.028,MACHINE ON (Idle)
5,0.145,0.848,MACHINE ON (Idle)
4,0.092,0.78,MACHINE ON (Idle)
2,0.113,0.747,MACHINE ON (Idle)
3,0.114,1.164,MACHINE ON (Idle)
5,0.043,0.534,MACHINE OFF
1,0.028,0.043,MACHINE OFF
3,0.078,0.516,MACHINE ON (Idle)
5,0.081,1.365,MACHINE ON (Idle)
3,0.021,0.285,MACHINE OFF
4,0.079,0.679,MACHINE ON (Idle)
4,0.071,0.831,MACHINE ON (Idle)
5,0.118,0.901,MACHINE ON (Idle)
1,0.036,0.118,MACHINE OFF
3,0.028,0.353,MACHINE OFF
3,0.115,1.003,MACHINE ON (Idle)
4,0.018,0.055,MACHINE OFF
2,0.036,0.325,MACHINE OFF
2,0.176,5.289,MACHINE ON + WORKING
5,0.043,1.517,MACHINE ON (Idle)
1,0.135,0.997,MACHINE ON (Idle)
3,0.111,1.139,MACHINE ON (Idle)
3,0.062,0.852,MACHINE ON (Idle)
2,0.106,0.762,MACHINE ON (Idle)
4,0.085,0.997,MACHINE ON (Idle)
2,0.095,1.127,MACHINE ON (Idle)
4,0.037,0.02,MACHINE OFF
3,0.071,1.226,MACHINE ON + WORKING
3,0.04,0.324,MACHINE OFF
3,0.17,3.976,MACHINE ON + WORKING
